115,175,y
115,172,y
115,174,y
117,171,y
115,175,y
115,172,y
115,174,y
117,171,y
115,174,y
115,172,y
115,174,y
117,171,y
116,174,y
116,172,y
115,174,y
117,172,y
115,174,y
115,173,y
115,173,y
117,172,y
116,175,y
115,173,y
115,173,y
117,172,y
115,175,y
115,172,y
115,174,y
117,171,y
115,174,y
115,173,y
115,173,y
117,171,y
114,174,y
114,172,y
115,170,y
116,171,y
113,174,y
114,176,y
116,173,y
114,173,y
114,175,y
114,176,y
116,173,y
114,174,y
114,175,y
114,177,y
116,174,y
113,176,y
113,176,y
113,177,y
116,174,y
114,175,y
113,177,y
115,176,y
114,178,y
114,176,y
114,178,y
116,176,y
114,178,y
114,177,y
114,177,y
115,176,y
114,179,y
114,178,y
114,178,y
116,176,y
113,179,y
113,178,y
114,177,y
116,176,y
114,179,y
114,177,y
114,178,y
116,177,y
113,179,y
114,178,y
114,178,y
116,176,y
114,179,y
114,178,y
114,177,y
116,176,y
114,179,y
114,178,y
114,178,y
116,177,y
114,179,y
114,178,y
114,178,y
116,176,y
114,180,y
114,178,y
114,178,y
114,179,y
116,177,y
114,178,y
116,177,y
116,178,y
118,176,y
116,178,y
116,177,y
116,178,y
118,176,y
116,178,y
116,177,y
116,179,y
118,176,y
116,178,y
116,177,y
116,178,y
118,175,y
116,178,y
116,177,y
116,178,y
118,176,y
116,178,y
116,177,y
116,178,y
118,175,y
116,178,y
116,178,y
116,176,y
118,176,y
117,178,y
116,176,y
116,178,y
118,175,y
117,177,y
116,176,y
117,178,y
118,176,y
117,178,y
116,176,y
116,178,y
118,176,y
116,177,y
116,177,y
116,178,y
118,176,y
116,178,y
114,170,y
117,159,y
113,173,y
114,169,y
113,170,y
116,161,y
113,173,y
114,168,y
113,171,y
116,162,y
113,173,y
113,168,y
113,170,y
116,163,y
113,173,y
113,168,y
114,170,y
116,163,y
113,173,y
114,168,y
113,171,y
116,164,y
113,173,y
113,168,y
114,170,y
116,164,y
113,173,y
113,168,y
113,171,y
116,164,y
113,173,y
113,168,y
114,170,y
116,165,y
113,172,y
114,167,y
113,171,y
116,164,y
113,173,y
114,167,y
113,170,y
116,164,y
113,173,y
114,167,y
113,171,y
116,165,y
113,173,y
114,167,y
114,168,y
117,160,y
113,172,y
114,167,y
114,165,y
119,150,y
113,171,y
114,166,y
114,164,y
118,148,y
113,171,y
114,165,y
114,164,y
119,148,y
113,170,y
114,164,y
114,163,y
119,148,y
113,171,y
114,164,y
113,169,y
117,155,y
113,172,y
113,168,y
119,148,y
117,150,y
119,144,y
117,148,y
119,146,y
117,149,y
119,143,y
117,147,y
120,142,y
118,146,y
119,143,y
115,155,y
120,143,y
118,147,y
119,144,y
116,152,y
120,145,y
118,147,y
119,145,y
117,149,y
120,146,y
118,148,y
119,145,y
117,149,y
120,147,y
117,150,y
118,146,y
117,149,y
120,147,y
117,150,y
118,147,y
117,149,y
120,147,y
117,151,y
118,147,y
117,149,y
119,148,y
117,151,y
118,147,y
117,149,y
120,144,y
117,150,y
118,148,y
114,161,y
114,165,y
119,149,y
113,171,y
114,165,y
114,168,y
117,158,y
113,172,y
114,167,y
114,170,y
116,164,y
113,172,y
114,168,y
113,171,y
116,167,y
113,173,y
114,169,y
114,171,y
116,169,y
113,173,y
113,170,y
114,171,y
116,170,y
114,173,y
114,171,y
114,172,y
114,174,y
116,171,y
114,172,y
115,171,y
114,173,y
116,171,y
114,172,y
116,172,y
116,174,y
118,170,y
116,172,y
114,171,y
116,167,y
113,173,y
114,169,y
118,152,y
114,168,y
116,157,y
113,171,y
114,166,y
120,144,y
117,151,y
114,167,y
121,140,y
117,152,y
118,147,y
116,153,y
119,146,y
117,151,y
119,143,y
117,148,y
119,148,y
116,152,y
118,145,y
117,150,y
119,150,y
116,153,y
118,146,y
116,150,y
117,158,y
115,163,y
116,152,y
115,156,y
117,157,y
115,161,y
116,151,y
115,156,y
118,155,y
116,158,y
117,150,y
115,154,y
118,151,y
116,155,y
118,147,y
116,151,y
122,139,y
115,163,y
119,143,y
115,158,y
121,142,y
114,165,y
119,145,y
114,165,y
119,147,y
114,165,y
118,149,y
113,167,y
115,162,y
120,145,y
117,152,y
113,168,y
121,141,y
118,148,y
117,149,y
114,164,y
120,144,y
118,149,y
118,146,y
116,155,y
120,142,y
116,154,y
117,150,y
114,166,y
120,143,y
114,165,y
119,145,y
114,165,y
120,143,y
114,166,y
118,147,y
114,166,y
120,145,y
114,167,y
116,155,y
114,169,y
119,151,y
114,166,y
114,169,y
113,172,y
117,164,y
114,171,y
114,171,y
113,173,y
114,172,y
114,174,y
116,168,y
114,172,y
114,172,y
114,175,y
117,170,y
114,172,y
114,175,y
114,174,y
117,173,y
115,174,y
115,177,y
115,175,y
118,173,y
115,175,y
115,177,y
115,175,y
115,176,y
118,174,y
115,178,y
116,176,y
118,173,y
115,177,y
116,176,y
115,178,y
118,174,y
115,177,y
116,176,y
115,178,y
117,175,y
115,178,y
116,176,y
115,178,y
118,174,y
115,178,y
116,175,y
116,177,y
118,175,y
116,178,y
116,175,y
116,178,y
118,174,y
115,178,y
116,175,y
116,178,y
118,174,y
115,178,y
116,178,y
116,175,y
118,174,y
116,178,y
116,176,y
115,178,y
115,178,y
118,174,y
115,176,y
116,177,y
118,175,y
115,177,y
115,178,y
116,176,y
118,175,y
115,177,y
115,177,y
115,176,y
115,176,y
118,174,y
115,175,y
115,174,y
115,174,y
118,172,y
115,175,y
115,174,y
115,173,y
117,172,y
115,175,y
115,173,y
115,173,y
117,172,y
115,175,y
115,173,y
115,173,y
117,172,y
115,175,y
115,173,y
115,172,y
117,171,y
115,174,y
114,173,y
115,172,y
117,171,y
114,173,y
114,171,y
114,172,y
117,170,y
114,172,y
114,171,y
116,170,y
114,172,y
114,172,y
113,173,y
116,170,y
114,172,y
114,172,y
114,173,y
117,170,y
114,171,y
114,172,y
114,173,y
117,170,y
114,172,y
114,173,y
114,172,y
116,171,y
114,172,y
173,143,r
172,134,r
173,140,r
168,123,r
174,142,r
172,134,r
168,122,r
173,139,r
174,142,r
173,140,r
172,134,r
169,122,r
174,142,r
173,135,r
173,141,r
168,122,r
174,142,r
172,135,r
173,140,r
169,122,r
173,142,r
173,136,r
174,141,r
169,122,r
174,142,r
173,136,r
173,142,r
169,123,r
173,143,r
173,136,r
174,142,r
170,125,r
173,146,r
174,147,r
173,142,r
175,145,r
173,143,r
173,137,r
174,143,r
173,137,r
174,142,r
172,135,r
171,127,r
174,142,r
174,143,r
173,135,r
170,127,r
173,142,r
173,142,r
172,135,r
173,142,r
169,125,r
174,142,r
173,134,r
173,141,r
169,125,r
174,143,r
173,137,r
174,144,r
174,138,r
174,143,r
173,136,r
173,136,r
174,144,r
173,144,r
173,135,r
174,144,r
173,136,r
174,142,r
173,135,r
174,144,r
173,137,r
173,143,r
172,135,r
174,144,r
173,136,r
174,142,r
171,132,r
174,143,r
173,135,r
174,141,r
170,129,r
174,142,r
172,134,r
173,144,r
174,144,r
172,136,r
174,141,r
174,145,r
173,144,r
173,138,r
173,142,r
174,143,r
174,146,r
173,138,r
174,142,r
173,144,r
174,146,r
174,143,r
173,139,r
174,146,r
173,145,r
174,143,r
173,139,r
173,145,r
174,145,r
174,139,r
174,143,r
174,147,r
174,144,r
174,143,r
173,140,r
174,146,r
174,144,r
173,143,r
173,141,r
174,145,r
174,145,r
173,144,r
173,141,r
174,147,r
174,145,r
173,143,r
173,141,r
174,146,r
173,145,r
173,143,r
173,142,r
174,146,r
174,145,r
172,143,r
173,142,r
174,147,r
174,145,r
172,143,r
173,143,r
174,147,r
174,145,r
172,142,r
173,141,r
174,147,r
174,146,r
172,141,r
173,141,r
174,148,r
174,146,r
172,142,r
172,142,r
174,149,r
174,146,r
172,142,r
173,141,r
174,149,r
174,146,r
172,142,r
173,142,r
174,149,r
174,147,r
172,143,r
173,142,r
173,148,r
174,147,r
172,145,r
173,143,r
174,148,r
174,147,r
172,145,r
173,142,r
174,149,r
174,146,r
172,143,r
173,142,r
174,146,r
174,145,r
173,144,r
173,140,r
173,143,r
173,138,r
173,145,r
174,139,r
173,143,r
173,137,r
173,144,r
173,140,r
173,144,r
173,144,r
174,138,r
174,140,r
173,142,r
173,134,r
173,142,r
172,133,r
173,142,r
173,134,r
173,141,r
171,131,r
173,142,r
172,133,r
173,141,r
170,127,r
173,140,r
172,139,r
171,130,r
167,122,r
175,139,r
166,119,r
167,121,r
174,142,r
175,138,r
166,119,r
166,121,r
174,141,r
175,138,r
166,119,r
166,122,r
174,141,r
174,138,r
167,119,r
167,121,r
174,141,r
174,139,r
166,118,r
167,122,r
174,142,r
175,140,r
170,127,r
171,133,r
174,143,r
174,142,r
173,144,r
173,140,r
172,134,r
173,146,r
174,144,r
172,138,r
173,143,r
174,144,r
172,146,r
172,139,r
172,143,r
173,146,r
173,144,r
172,140,r
172,143,r
173,146,r
174,144,r
171,141,r
172,139,r
173,146,r
174,144,r
172,139,r
172,142,r
173,142,r
173,144,r
173,141,r
172,135,r
174,142,r
172,127,r
173,141,r
173,133,r
174,142,r
174,136,r
173,143,r
173,137,r
174,142,r
174,136,r
174,142,r
173,136,r
173,142,r
173,132,r
174,141,r
173,134,r
175,142,r
174,146,r
174,137,r
173,141,r
173,144,r
173,144,r
174,137,r
173,141,r
173,145,r
173,143,r
173,141,r
173,138,r
172,143,r
173,144,r
173,138,r
172,140,r
173,144,r
173,143,r
173,138,r
172,140,r
173,144,r
172,145,r
172,140,r
173,137,r
172,140,r
172,143,r
173,141,r
171,132,r
174,140,r
173,144,r
172,133,r
172,139,r
174,141,r
173,144,r
172,133,r
172,139,r
173,144,r
173,145,r
172,140,r
173,138,r
173,143,r
173,144,r
172,140,r
173,138,r
172,144,r
173,144,r
174,140,r
173,142,r
172,144,r
173,144,r
173,140,r
173,142,r
173,144,r
173,145,r
173,140,r
173,142,r
172,144,r
172,145,r
173,140,r
173,143,r
171,144,r
172,146,r
172,141,r
173,142,r
171,144,r
172,146,r
172,142,r
172,143,r
172,144,r
172,144,r
173,141,r
173,142,r
172,144,r
173,144,r
173,138,r
173,142,r
173,143,r
172,144,r
172,140,r
172,136,r
173,143,r
173,144,r
173,140,r
173,137,r
173,144,r
173,144,r
172,140,r
173,137,r
172,137,r
173,140,r
172,140,r
170,130,r
173,141,r
172,136,r
172,141,r
170,130,r
155,168,o
156,169,o
155,166,o
154,168,o
154,167,o
156,170,o
153,169,o
154,167,o
154,166,o
153,169,o
156,169,o
154,167,o
154,167,o
154,169,o
156,170,o
154,167,o
154,167,o
155,170,o
155,168,o
154,168,o
154,168,o
154,168,o
155,170,o
154,167,o
154,167,o
156,170,o
154,169,o
155,167,o
154,167,o
156,169,o
154,169,o
154,167,o
154,167,o
155,170,o
154,170,o
154,167,o
154,167,o
153,168,o
155,170,o
154,166,o
154,172,o
156,170,o
156,173,o
157,172,o
155,171,o
156,171,o
156,173,o
157,172,o
155,171,o
156,170,o
156,174,o
156,173,o
155,171,o
156,169,o
156,174,o
156,173,o
155,171,o
156,170,o
156,173,o
157,173,o
155,171,o
156,170,o
156,173,o
156,172,o
155,173,o
154,170,o
156,171,o
154,168,o
156,173,o
154,171,o
156,172,o
155,169,o
155,172,o
155,171,o
156,172,o
155,169,o
156,172,o
154,171,o
156,171,o
154,169,o
156,172,o
154,171,o
156,171,o
154,168,o
156,172,o
154,171,o
156,172,o
154,169,o
155,172,o
154,170,o
156,171,o
155,169,o
155,171,o
154,170,o
156,170,o
155,169,o
155,171,o
154,171,o
155,169,o
155,168,o
156,170,o
154,169,o
155,167,o
154,169,o
155,169,o
154,169,o
155,168,o
155,168,o
155,169,o
154,159,o
155,170,o
154,168,o
155,168,o
156,170,o
153,156,o
154,165,o
156,168,o
156,170,o
153,156,o
154,164,o
156,168,o
153,156,o
156,170,o
154,164,o
155,168,o
154,156,o
156,171,o
154,164,o
156,169,o
153,156,o
156,170,o
153,163,o
155,168,o
154,155,o
155,170,o
154,163,o
156,168,o
153,155,o
156,170,o
153,163,o
155,167,o
153,152,o
156,170,o
152,157,o
156,168,o
153,153,o
155,169,o
153,157,o
155,167,o
153,153,o
155,169,o
153,157,o
156,166,o
153,152,o
155,169,o
153,157,o
155,166,o
153,152,o
155,169,o
153,157,o
155,166,o
154,152,o
155,169,o
153,157,o
155,165,o
153,151,o
155,169,o
153,157,o
155,164,o
153,152,o
155,168,o
153,158,o
155,165,o
153,153,o
155,169,o
153,159,o
155,164,o
153,152,o
155,168,o
153,159,o
155,163,o
153,152,o
155,168,o
153,159,o
154,156,o
154,168,o
154,159,o
155,169,o
154,159,o
155,168,o
155,162,o
154,169,o
155,168,o
155,161,o
155,164,o
155,170,o
155,171,o
156,168,o
156,172,o
157,171,o
155,171,o
156,169,o
156,173,o
156,172,o
155,167,o
156,169,o
154,168,o
155,166,o
154,168,o
156,169,o
155,167,o
154,166,o
154,169,o
156,169,o
153,165,o
155,167,o
156,170,o
155,170,o
154,167,o
155,168,o
156,170,o
156,169,o
154,168,o
154,166,o
156,170,o
156,170,o
154,167,o
154,167,o
156,170,o
155,169,o
154,167,o
154,168,o
156,170,o
155,169,o
154,167,o
155,168,o
156,170,o
155,170,o
154,167,o
155,168,o
156,170,o
156,169,o
154,168,o
154,168,o
156,170,o
156,170,o
154,168,o
155,169,o
156,170,o
156,169,o
154,167,o
155,168,o
156,170,o
156,169,o
154,167,o
154,168,o
155,169,o
155,169,o
154,167,o
155,167,o
155,169,o
155,169,o
153,166,o
155,167,o
155,168,o
153,166,o
155,169,o
154,168,o
155,168,o
155,170,o
154,168,o
155,168,o
154,168,o
154,169,o
155,169,o
155,167,o
155,171,o
156,169,o
157,173,o
157,172,o
155,171,o
156,170,o
157,173,o
157,172,o
156,173,o
156,171,o
157,173,o
157,172,o
156,173,o
156,171,o
157,174,o
157,173,o
156,173,o
157,171,o
157,174,o
157,173,o
156,173,o
157,172,o
157,174,o
157,172,o
156,173,o
156,171,o
157,173,o
157,172,o
156,172,o
156,170,o
156,174,o
156,173,o
156,172,o
156,170,o
157,173,o
157,172,o
156,172,o
157,174,o
156,170,o
157,173,o
156,173,o
156,174,o
156,170,o
157,173,o
155,171,o
156,174,o
156,170,o
157,173,o
155,165,o
154,167,o
153,158,o
155,170,o
156,167,o
154,158,o
156,169,o
153,163,o
156,169,o
154,161,o
156,170,o
154,164,o
156,168,o
154,162,o
156,170,o
154,165,o
155,169,o
155,163,o
156,170,o
154,167,o
156,168,o
154,161,o
156,170,o
154,165,o
156,171,o
154,170,o
155,168,o
154,167,o
156,171,o
154,170,o
154,167,o
155,168,o
155,171,o
155,170,o
154,167,o
154,168,o
156,170,o
154,169,o
155,169,o
154,166,o
156,171,o
155,168,o
155,169,o
153,164,o
156,171,o
155,168,o
154,168,o
154,164,o
156,170,o
155,169,o
155,167,o
155,166,o
154,170,o
156,171,o
154,167,o
156,170,o
154,170,o
156,171,o
155,167,o
156,169,o
154,168,o
156,170,o
154,164,o
156,169,o
93,141,g
93,142,g
92,144,g
94,140,g
94,139,g
96,134,g
93,141,g
99,129,g
93,140,g
96,135,g
93,141,g
98,130,g
94,140,g
92,142,g
95,136,g
94,139,g
94,140,g
93,143,g
95,136,g
93,140,g
94,140,g
93,143,g
95,137,g
93,140,g
94,140,g
92,143,g
94,138,g
93,140,g
94,141,g
93,144,g
94,139,g
93,140,g
94,141,g
93,143,g
94,140,g
93,141,g
94,142,g
94,143,g
94,140,g
93,140,g
94,142,g
93,144,g
94,141,g
94,140,g
94,142,g
93,144,g
94,140,g
94,140,g
94,142,g
93,143,g
94,140,g
94,140,g
95,141,g
93,143,g
94,140,g
94,140,g
95,141,g
93,144,g
94,140,g
93,141,g
94,142,g
94,143,g
94,140,g
93,141,g
94,142,g
94,143,g
94,140,g
94,140,g
94,141,g
93,144,g
94,140,g
93,140,g
94,141,g
94,142,g
94,139,g
93,141,g
94,141,g
93,143,g
94,139,g
93,141,g
94,141,g
93,142,g
95,138,g
94,140,g
94,141,g
93,142,g
95,137,g
94,140,g
94,140,g
92,141,g
96,135,g
93,142,g
92,141,g
96,135,g
94,140,g
93,142,g
92,141,g
94,140,g
96,136,g
93,141,g
92,141,g
94,139,g
96,135,g
93,142,g
92,140,g
95,137,g
94,140,g
93,142,g
91,141,g
93,138,g
91,142,g
92,141,g
92,140,g
97,133,g
91,142,g
95,136,g
94,139,g
100,127,g
93,140,g
104,122,g
94,139,g
103,124,g
93,141,g
94,139,g
94,140,g
93,141,g
98,133,g
94,140,g
94,140,g
93,142,g
93,140,g
96,135,g
94,140,g
93,140,g
93,143,g
96,137,g
93,141,g
93,142,g
94,141,g
95,138,g
93,141,g
93,142,g
94,141,g
95,138,g
94,140,g
93,143,g
94,141,g
95,138,g
92,141,g
93,142,g
94,140,g
95,138,g
93,140,g
97,134,g
93,142,g
94,139,g
94,138,g
106,120,g
93,141,g
95,138,g
95,138,g
105,120,g
93,141,g
95,138,g
94,138,g
105,121,g
93,140,g
95,138,g
95,137,g
99,129,g
93,141,g
97,132,g
94,138,g
99,129,g
93,141,g
96,134,g
94,139,g
99,129,g
93,141,g
96,135,g
93,140,g
99,130,g
93,142,g
94,138,g
93,140,g
100,128,g
93,142,g
94,138,g
93,140,g
97,133,g
93,141,g
94,139,g
92,141,g
92,142,g
94,139,g
94,140,g
92,141,g
92,143,g
94,141,g
94,139,g
94,141,g
93,142,g
95,140,g
95,139,g
94,140,g
94,140,g
95,141,g
95,139,g
94,140,g
95,140,g
94,140,g
94,139,g
94,141,g
95,140,g
94,140,g
95,140,g
95,141,g
94,141,g
94,140,g
95,139,g
94,141,g
93,143,g
94,139,g
93,140,g
94,140,g
93,142,g
94,139,g
93,140,g
94,140,g
94,138,g
93,142,g
94,139,g
94,140,g
94,137,g
93,141,g
94,138,g
94,140,g
96,134,g
93,141,g
95,137,g
93,140,g
95,136,g
93,142,g
94,138,g
93,140,g
95,137,g
93,141,g
94,139,g
94,140,g
95,137,g
93,143,g
94,139,g
94,141,g
94,142,g
94,140,g
94,139,g
94,141,g
95,140,g
94,141,g
94,140,g
93,143,g
94,141,g
95,140,g
94,140,g
94,143,g
93,143,g
95,140,g
95,139,g
93,144,g
94,141,g
95,140,g
94,140,g
94,143,g
94,141,g
95,143,g
95,140,g
93,144,g
94,141,g
95,143,g
95,140,g
93,145,g
95,142,g
95,142,g
95,140,g
93,144,g
94,142,g
95,141,g
94,141,g
93,144,g
94,142,g
95,141,g
95,140,g
94,142,g
94,143,g
95,141,g
95,140,g
94,141,g
93,142,g
95,140,g
94,140,g
93,142,g
94,140,g
95,138,g
94,140,g
92,141,g
94,138,g
94,140,g
92,142,g
92,141,g
94,138,g
92,142,g
94,140,g
91,141,g
95,137,g
92,142,g
94,140,g
94,140,g
93,141,g
94,139,g
98,133,g
94,140,g
98,133,g
94,139,g
94,141,g
94,140,g
94,141,g
95,137,g
94,140,g
94,140,g
94,141,g
96,135,g
94,140,g
94,140,g
93,141,g
96,136,g
94,139,g
94,140,g
93,142,g
96,135,g
95,139,g
95,139,g
96,135,g
93,141,g
94,139,g
94,140,g
93,141,g
96,135,g
94,140,g
153,71,b
146,77,b
149,72,b
153,72,b
153,70,b
153,72,b
151,70,b
147,76,b
153,70,b
152,69,b
153,72,b
147,77,b
153,70,b
153,72,b
152,70,b
147,77,b
153,70,b
152,73,b
152,70,b
147,77,b
153,70,b
152,73,b
148,76,b
152,70,b
154,71,b
152,73,b
152,70,b
148,77,b
153,72,b
153,73,b
152,70,b
147,77,b
153,71,b
153,73,b
152,70,b
148,78,b
153,72,b
153,73,b
153,70,b
148,77,b
153,72,b
153,73,b
153,70,b
147,78,b
153,72,b
153,73,b
153,70,b
148,77,b
153,72,b
152,73,b
152,70,b
148,77,b
153,71,b
152,73,b
153,70,b
148,77,b
153,71,b
153,73,b
153,70,b
148,77,b
154,71,b
153,73,b
153,70,b
148,77,b
154,71,b
153,72,b
153,70,b
148,77,b
154,70,b
153,72,b
152,70,b
148,77,b
153,70,b
153,72,b
151,70,b
148,76,b
153,70,b
152,72,b
146,77,b
150,70,b
152,71,b
152,72,b
146,78,b
150,70,b
153,70,b
152,72,b
148,71,b
145,79,b
152,72,b
152,70,b
145,78,b
148,71,b
151,71,b
145,78,b
147,72,b
151,72,b
151,70,b
145,78,b
147,71,b
150,73,b
146,78,b
148,71,b
150,73,b
151,71,b
146,77,b
148,71,b
149,72,b
149,73,b
146,77,b
149,73,b
149,72,b
149,71,b
146,77,b
149,72,b
149,71,b
150,73,b
147,76,b
150,70,b
151,72,b
149,71,b
149,69,b
146,76,b
150,72,b
149,72,b
152,72,b
153,71,b
145,79,b
151,70,b
145,79,b
150,74,b
152,71,b
150,72,b
145,80,b
150,74,b
150,72,b
152,72,b
145,79,b
150,74,b
152,71,b
150,72,b
150,74,b
144,80,b
151,72,b
150,72,b
149,75,b
152,72,b
144,80,b
150,72,b
150,74,b
144,80,b
152,72,b
150,72,b
150,76,b
152,72,b
146,79,b
151,71,b
150,75,b
151,73,b
145,79,b
152,71,b
150,76,b
152,73,b
145,79,b
152,71,b
150,75,b
152,73,b
146,79,b
152,71,b
151,75,b
152,74,b
146,79,b
152,71,b
151,75,b
152,74,b
146,79,b
152,71,b
151,75,b
152,73,b
146,79,b
152,71,b
150,75,b
152,73,b
146,79,b
152,71,b
150,75,b
152,73,b
146,79,b
152,72,b
151,75,b
152,74,b
146,79,b
152,71,b
152,74,b
151,75,b
146,79,b
152,71,b
152,74,b
151,75,b
146,79,b
152,72,b
151,74,b
151,75,b
145,80,b
152,72,b
152,74,b
151,75,b
146,79,b
152,72,b
150,75,b
152,73,b
146,79,b
152,71,b
152,72,b
151,74,b
146,79,b
152,71,b
152,72,b
150,75,b
146,78,b
151,71,b
144,81,b
152,72,b
149,75,b
150,72,b
149,75,b
144,80,b
150,73,b
150,72,b
144,80,b
147,77,b
149,74,b
148,74,b
149,75,b
145,80,b
150,73,b
148,73,b
144,80,b
149,75,b
151,72,b
149,72,b
151,73,b
152,71,b
145,78,b
151,70,b
153,70,b
146,78,b
152,72,b
151,70,b
146,76,b
148,71,b
149,72,b
150,73,b
146,76,b
148,71,b
149,72,b
149,73,b
146,77,b
